"Defores"	"Elev"	"Pendiente"	"Dist.rio"	"Dist.ciudad"	"Dist.pueblo"	"Dist.carP"	"Dist.carS"	"Dist.agri"	"Insolac"
1	687.1	25.5	254.6	33020.5	3220.6	2379.3	134.2	2340.8	2812.3
1	481.9	12.6	60	33566	3216	1506.6	67.1	1351.3	3656.4
1	914.7	28.2	646.2	29801	6401.3	4201.1	1809.2	3987.3	3036.8
1	656.1	11.9	403.6	28027.3	4358.4	3462.4	655.2	2241.8	4168.7
1	953.4	6.7	384.2	31628.4	4459.8	3725.1	42.4	3486.3	3971.2
0	702	6.9	127.3	32167.1	4230.9	2905	300	2518	3771.7
1	830	24.4	362.5	30182.6	5464.9	3883.1	1664.1	3035.8	4220.6
1	974.5	16.1	547.4	28368.7	5163.1	5838.4	2022.5	3819.4	3585.9
1	325	2.7	931.9	24100.8	247.4	764.9	1034.5	42.4	3961.7
1	375	0.5	339.4	24576.1	1110.4	1622.5	335.4	797.1	3910.2
0	361.8	25.7	872.1	24799.8	94.9	690.7	787.5	90	2833.4
1	514.3	17.3	611.9	26748.8	3436.3	2471.3	429.5	1034.5	3212.9
0	475.9	4	42.4	27499.9	5263.6	4432.9	685.4	1956.5	4034.1
1	363.3	22.7	30	32534.8	5241.7	1994.5	150	1654.6	3263.4
1	836.7	12.2	300	28792.1	4173.9	5779	1494.6	3033.6	3582.7
1	275	0	240	23397.6	1591.1	3209.3	42.4	84.9	3887.9
1	358	15	284.6	23111.2	960.5	402.5	1214.9	228.5	3934
0	527.2	26.8	371.1	23607.7	1467.5	1987.3	863.8	1039.7	2713.4
1	463.1	27.8	617.7	23836.8	964.2	1200	1548.7	600	3821.2
1	397.4	26.7	1166.9	24090.3	1315.9	807.2	953.4	90	2770.3
0	453.5	7.8	240	26600.1	4940.5	4639.1	247.4	1597.1	3695.7
1	321.3	4	30	23397.3	499.3	5967.3	60	84.9	3902.2
1	479.2	28	339.4	22612	2269.9	2635.9	1854.4	789.2	3809.3
0	522.7	23.7	308.9	23111.4	2174.9	1690.9	1519.1	722.5	3090.8
0	701.7	29.2	67.1	26551.1	3236.9	6875.2	888.4	2707.5	2552.9
1	689.5	26.4	218.4	27507	2676.1	5582	553.2	933.4	3208.7
1	325.2	1.2	108.2	21011.3	1560.3	5370.3	301.5	67.1	3950.1
1	358.2	14.8	276.6	22356.4	1583.2	6065.4	271.7	510.9	3613.1
0	311.2	19.5	930	21415.6	2402.4	2339.6	60	192.1	3035.7
0	450	7.6	270	24794.5	4191.4	5599.2	241.9	967.5	3821.7
0	544.6	9.7	201.2	25227.2	3282.5	6433.3	318.9	1891.9	4256.3
1	685.8	25	228.5	25669	2484.2	7139.3	108.2	2070.9	3997.7
1	662	17.4	496.6	26656.6	1689.6	5199.1	436.8	684.1	3670
0	209.7	6.2	94.9	20458.4	1470.3	7075.2	42.4	270	3722.4
0	250	0.9	642	20275.4	1755.7	6323.8	42.4	254.6	3871.2
1	100	0.2	127.3	20011.8	1154.1	4631.5	361.2	94.9	3655.7
1	243.5	6.1	212.1	20347.4	888.4	4982.7	324.5	192.1	3855.1
1	447.9	26.9	1600.2	20112.9	797.1	607.5	1213.4	536.7	2644.6
1	529.5	27	1129.3	20092.9	1425.2	2221.2	1650.8	662.7	4250.9
1	413.3	20.7	123.7	20934.1	2531.6	3904.4	912.4	483.7	4312.2
1	374.3	0.7	161.6	23899.7	3901.5	6257.9	94.9	961.9	3922.9
0	471.8	16.3	60	24337.4	2903.2	7014.2	780	1899.7	4190.3
0	723.1	18.8	416.8	24795	1955.8	6985.8	780	1637.1	4215.1
1	600	0.1	67.1	25816	713.1	4986.2	67.1	90	4029.9
1	449.5	2.6	323.1	30217.2	4562.5	1395.6	510	1080.4	3866.4
1	433	12.6	30	30685.8	3814.2	2306.9	379.5	1025.3	3623.9
0	796	24.9	0	31599.6	829.8	5107.8	798.8	2189.8	2913.9
0	794.7	21.9	600	30763.8	254.6	6072.2	1008.5	1224.1	3056.2
1	551.5	4.8	553.2	29096.7	2197.4	8028.6	120	60	3899
1	795.3	10.4	201.2	27475.4	4203.9	9968.5	942	1980.9	4153.4
1	246.6	33	120	19462	2490.2	6498.1	120	153	4281.7
1	291.6	7.3	0	19269.5	2668.7	5670.7	615.5	218.4	3868.3
1	244.8	28.4	577.1	18991.9	566	3690.1	403.6	30	3947
1	420.2	13.7	1412.2	19093.6	1060.7	1188.7	1590.3	759.5	4330.7
1	387.5	21.5	349.9	19074.2	1266.1	2821.4	692.6	632.9	4363.7
0	415.5	21.7	924.2	19155.7	1795.2	4135.3	446	488.4	2970.6
0	325	0	1179.6	20601.1	2831.1	4500.9	108.2	153	3900.6
1	424.2	7.3	1050	20999.7	2558.6	4634.9	576.3	577.1	3675.1
1	375	9.3	952.9	21710.9	3104.1	5458.8	550.7	509.1	3692.8
1	357.8	8.8	150	22554.1	3454.7	6433.3	42.4	465.7	3898.3
1	469.9	8.3	192.1	22974	3543.8	7014.2	750	1206.7	3676.2
0	592.3	8.2	848.5	23429	2839.2	7700.4	1018.2	2096.8	3668.7
1	717.2	12.3	510	24409.9	902.5	5982.7	351.1	362.5	3829.8
0	761.2	24.4	886.4	25524.5	1215.6	3979.2	937.7	523.9	3134.2
1	600.2	11.4	60	29798.5	3901.5	2772.5	670.8	1983	3818.7
1	704.9	19.7	360	30305.9	2942.4	3622.4	496.6	2325.7	3845.3
0	756.8	21.5	150	31407.1	1166.9	5449.9	342.1	2538	4133.5
0	853.2	20.4	849.1	31329.6	859.1	6362.5	573.1	1721.5	4063.9
0	551.5	12.7	0	30494.1	1464.8	7323.9	127.3	1178.8	3722.8
1	182	29.1	42.4	18002	591.7	2829.1	228.5	60	3420.9
1	344.9	19.5	108.2	18196.9	745.2	2732	169.7	67.1	2999
1	388.4	20.3	268.3	18085.5	941.5	3369.9	391.2	216.3	3705.2
0	434.5	16.8	1298.7	18171.5	2190.2	4991.2	540.8	1152.6	3268.1
0	325	2.6	456.9	18312.4	1353	5532.1	30	324.5	3806.6
1	405.3	6.1	536.7	20799.2	2359.3	6299.9	674.2	626.4	4088.2
1	634	19	658	21225.8	2724.1	6858	1106.8	1171.5	3390.1
0	449.4	14.1	254.6	21660.5	2466.6	7288.3	900.5	1225.6	3396.2
0	713.5	21.1	540	22083.4	2589.9	7805.8	849.6	1836.6	3082.8
0	784.9	19.1	823.8	22556.4	3066	8068.9	660	2267.5	3204.5
0	840.8	18.9	120	23573.7	1564.6	6127.4	874.6	706.1	3370.9
0	978.9	27.5	778.3	24144.4	1332.2	5138.8	872.1	590.9	2812.4
1	680	26.3	1918.6	25333	2397.2	3275	2033.4	1890.2	2918.7
1	584.3	22.4	1209.3	27106.9	1730.7	1110	1539.4	2577.2	3941.7
1	615.6	25.8	982.7	27520.6	2612.8	1274.6	892	2340.8	3187.8
0	531.5	7.2	134.2	27963.3	3552.2	1909.7	0	2423.3	3762.9
0	809.9	22.5	403.6	30030.4	2566.9	4996	210	3586.2	3881.6
1	978.7	32.5	318.9	30599.1	2001.2	5863	752.4	3140.7	2829.7
0	755.5	36.8	161.6	31080.1	2188.4	7689.9	576.3	2180.7	3124.9
0	845	16.6	30	28742.2	4581.4	10483.1	523.9	2864.5	3691
1	450	1.7	283	17405.6	1557.7	2651.7	510.9	134.2	3928.9
1	383	27	750	17316.6	1083.7	984.1	1050	210	3978
1	275	0.9	216.3	17188.3	2072	1569.8	60	30	3844.7
0	385.8	21.4	873.6	19155.6	607.5	6574.4	351.1	271.7	2977.5
0	423.2	19.5	577.1	19503.6	966.1	6811.8	436.8	335.4	3203.9
0	479.3	12.2	420	19894.9	1859.5	7179	270	429.5	3467.7
0	732.4	21.8	421.1	20760.8	1481	8173.8	1422.4	2177	3182.3
0	579.2	17	926.6	25795.4	1503.6	2296.1	912.4	3920.9	3205.4
1	805.4	10.1	1291.4	26203.8	2424.1	2100	1291.4	3500.8	4060.2
0	811	25.7	1358.3	26631.6	3115.7	2201.3	305.9	3330.5	3072
0	799	26.1	426.4	27589.1	4849.3	3331.1	494.8	3679.6	2855.3
0	765.6	10.9	161.6	28101.6	4740.1	4098.2	295.5	3976.3	3967.7
1	1005.7	17.5	0	28639.2	3988.1	4838.3	993.2	4183.8	3529.2
1	200	7	241.9	16147.5	993.6	3585.2	123.7	94.9	3613.7
1	209.4	12.2	90	16039.6	1710.3	2601	351.1	94.9	3428.6
0	335.1	21.1	469.6	17427.7	2422.6	1739.5	67.1	169.7	3362.8
1	427.2	24.1	745.2	16310.1	1234.4	1650.3	1310.4	134.2	3392
1	275	0	318.9	16096.1	2781.1	3012.3	258.1	30	3881.9
1	300	0	60	16082.3	2362.4	3744.2	0	67.1	3892.3
1	500	28.7	84.9	16333.5	2496.5	7245.2	603.7	1556.8	3149.4
1	399.7	12.5	644.1	16788.2	2174.9	8009.6	674.2	603	4123.4
0	397.5	10.3	30	18195.5	496.6	7581.7	30	182.5	3825.3
0	522.4	6.8	108.2	18561.5	900.5	7788.5	30	1179.6	3838.2
0	720.6	19.4	153	18972.2	1826.3	8111.6	752.4	1391.7	3369.4
0	774.9	1.6	976.7	19421.6	1253.6	8552.3	1556	1809.2	4066.1
1	975	5.1	1570.6	23150.4	2686.8	5212.8	1850.5	2817.4	4058.1
1	727.4	5.7	1514.6	23737.3	1706.6	4507	1540.6	3378.3	4038.5
1	521.7	17.3	523.9	24136.4	725	3910.8	540.8	4090.2	3716.7
0	862.3	30.3	1110.4	26713.4	4355.1	4071.7	876.2	3931.8	2415.3
1	250.1	17.1	60	15593.2	1248.9	5615.5	241.9	60	3095.9
1	413.8	14	349.9	16283.8	1450	2402.4	42.4	67.1	3853.5
0	401.7	5.1	228.5	16413.7	1376.4	1475.8	30	212.1	3753
0	405.4	17.1	1138.4	16141.3	2462.9	339.4	324.5	276.6	3500.1
0	445	15.2	577.1	15090.6	2647	5135.6	720	218.4	3377.7
1	386.8	20.3	342.1	15094.5	2791.1	6768	300	108.2	3199.2
1	450	7.8	295.5	15361.8	3372	8139	789.2	1556	3624.4
1	491.9	14.8	600	15838.8	1982	8946.1	888.4	1447.8	3327.2
1	421	6.8	42.4	16537.2	94.9	8528.6	780	713.1	3982.2
0	553.1	19	390	17270.1	1455.2	8562.3	787.5	797.1	4229
0	774.6	27.5	365	17655.3	1637.7	8745.9	991.8	1440.3	2821.7
0	725	5	666.1	18520.6	1288.6	9432.5	1025.3	2670	3995.8
0	605.9	18.1	30	18961.9	569.2	9904	674.2	2837.8	3278.8
1	871.2	15.3	1850.5	21121	3848.1	7404.4	1315.2	2794.4	4309.3
1	819.6	16.2	1783.2	21756.2	3880.7	6609.6	872.1	2713.5	4029.3
1	99.3	1.8	182.5	15699.6	161.6	8731.6	150	84.9	3798.7
1	475.9	14.2	891	14487.8	1165	750	161.6	134.2	3364.4
1	392	13.9	451	14875.4	1708.2	997.2	488.4	454	3434
1	500	12.1	1310.4	14361.9	1024	2576	234.3	228.5	3506.3
1	494.6	17.7	1408.7	14207	1760.1	3448	134.2	247.4	3725.9
1	521.2	17.1	1474.9	14118.4	2694.3	4374.8	1141.6	241.9	4250.1
0	634.3	22.6	579.4	15635.3	1080.4	9514.5	1195.5	1611.4	3273.2
0	525.8	31.3	240	16352.3	2308.2	9544.8	1448.1	1615.5	3833.2
1	648.6	9.9	750	16758.6	2552.1	9709.8	699.7	1688.8	4203.5
1	755.3	22	1075.4	17198.7	2671.5	9970.9	134.2	1766.2	4262.7
0	750	3.7	2124.1	19155.9	2385.3	9593.7	937.2	2135.3	3957.2
1	631.5	13.2	2538	20974	4312.1	7303.4	60	1731.2	4295.4
0	591	7.3	1739.5	21558.5	3511	6672.2	300	2020.9	4225.6
0	853.2	19.5	1472.8	23985.8	3552.7	5142.5	863.8	2673.2	3098.5
1	506.9	18.9	228.5	12992.8	1454	2974.7	268.3	241.9	3906.4
0	500	0	216.3	13008.3	2016.9	2187.5	42.4	180	3985.1
0	428.3	5.6	806.1	14646.9	3604.6	624.3	417.9	644.1	4024
1	375	0.1	818.8	13598.7	1942.8	2439.6	212.1	276.6	3936.2
1	451.4	16.2	1113.6	13050	4534.9	7254.9	912.4	361.2	4219.6
1	383.4	17.2	615.5	13089.8	4686.2	7969.9	216.3	234.3	3362
1	573.6	23.5	228.5	14299.3	2309	10653.2	241.9	2827.8	4527.1
0	700	8.1	1783.2	17739.3	2675.6	11013.3	240	846.9	3770.4
1	414.7	11.6	84.9	12554.5	2105.4	930.5	60	30	4285.2
1	350.9	2.1	740.9	13690	4535.1	67.1	0	90	3961.7
1	400.3	2.4	161.6	12060	5524	7942.5	1353.7	375.9	4011.3
1	482	17.4	450	12103.1	5253.4	8655	499.3	362.5	3780.5
0	439.8	16.8	429.5	12433.5	3461.3	10148.6	362.5	189.7	3294.7
1	571.4	29.7	900.5	12680.7	2694.2	10944.1	30	1094.9	4546.4
1	608	22.3	615.5	13765.6	2217.8	11518.5	900	1392	3194.1
0	375	4.6	0	14105.5	2845.4	11490.4	915.9	658	3967.1
0	715.7	25.9	1559.1	18166.9	2528.7	10144.3	690.7	1586.6	2783
1	728	22.9	859.1	20813.6	2742.5	7364.7	1415.1	1999.2	3268.5
1	945.9	20.2	990.5	24629.8	1266.1	8471.9	127.3	1592.5	3924.7
1	462.9	15.5	424.3	11805.4	4181.6	7191.8	150	305.9	3624.9
1	575	5.8	127.3	11013.3	3373.5	4198.3	30	161.6	3938.3
0	443.4	14.6	268.3	11329.1	2762.6	1667.4	540	192.1	4204.7
1	388.4	11.6	647.6	12321	4975.7	496.6	420	483.7	4095.6
0	441.4	14.8	697.8	11070	5742.2	8406.5	918.3	618.5	3504.7
1	458.1	18	150	11116.9	4977.6	9280.7	335.4	335.4	4099.2
0	399.8	16.5	161.6	11468	3026.4	10788.3	90	611.9	4068.7
0	355.9	18.7	594	11735.5	2106.4	11539.9	180	1288.3	4224.3
1	398.2	30.7	442.9	12078.5	1294.2	11825.4	134.2	1622.5	2797
0	415.9	23.8	510	12504.2	937.7	12096.5	150	1351.3	2860.6
1	439.4	22	1379	12828.6	1448.1	12434.3	436.8	816.1	3140.9
1	442.7	30	488.4	14055.3	3303.4	12655.4	968.4	582.5	2691.8
1	875	6.6	617.7	17364	1544.3	10885.7	1462.6	1622.5	4042.4
1	473	11.2	300	11233	4484	8604.1	108.2	153	4230.8
1	455.9	9.2	531.6	10013.8	4044.8	3166.4	30	371.1	4242
1	429.6	10	301.5	10340.6	3153.6	1621.1	60	153	3558.7
1	376	10.5	1075.4	10229.1	5123.8	5918.5	782.3	362.5	3749.7
1	394.2	9.2	0	10095.7	5463.7	8128.9	42.4	90	4175.2
1	456.9	11.9	670.8	10050	4852.7	8946.1	831.9	297	4330.7
1	375	5.1	120	10101.6	4406.8	9775.8	90	201.2	3963.4
0	500	4.4	853.3	10249	3901	10505.2	939.1	794.3	3884.5
0	426.7	7.6	782.3	10478	2881.4	10522.6	674.2	1065.3	3969.9
0	850.5	6.2	67.1	15960.7	931.9	12303.4	1146.3	1560	3995.9
1	650	11.7	1824.8	17809.2	3250.3	10190.9	891	812.2	3496
0	982.3	10	268.3	26822.9	6470.1	11985	873.6	5608.3	4140.8
1	276.6	38.1	108.2	10302.1	5400.4	8442.8	30	42.4	4099.6
1	500	3	361.2	9575.6	5523.4	6512.5	90	216.3	3889
1	524.2	5.4	120	9087.8	4245.7	4593	84.9	84.9	3873.3
1	475	7.7	313.2	9004	3853.3	3677.3	210	30	4205.1
1	454.8	10.6	1470.3	9491.1	5904.7	5744.1	474.3	123.7	3922.2
1	350	0	630.7	9060	4048.6	9545.2	766.6	247.4	3893.3
0	400	5.8	42.4	9117.2	3501.8	9601.2	153	120	3768.1
1	475	9	966.1	9280.3	3177.2	9515.7	969.3	1031	3932.5
1	405.4	17.5	1248.9	9523.2	3075.8	9535	1176.5	993.2	3205.6
1	705.3	21.4	670.8	13939.7	2523.6	14184.7	737.9	2563.2	4033.6
0	833.1	17.3	300	15156.1	915.9	13074.7	323.1	2532.1	4530
0	657.8	14.8	810	17250.1	2969.8	10796.5	450	484.7	3548.2
0	585	17.2	123.7	18653.8	424.3	10152.7	390	276.6	3450.4
0	650	0.2	0	23156.9	3514.6	11287.8	60	1553.6	4032.1
1	703.9	22.3	256.3	23889.8	4217.5	11287.8	335.4	2487.8	3059.5
0	736.6	13	94.9	24640.7	5018.3	11285.9	318.9	3354.8	3524.1
0	825	3.1	120	25431.5	5903.6	11094.5	0	4270.1	3981.4
1	1012.4	27.9	234.3	26214.2	6799.1	10996.4	912.4	5241.7	2999.8
1	450	0.1	90	8108.5	3420.5	4340.5	60	94.9	3972.1
1	350	0	254.6	8443.3	1276.3	550.7	30	189.7	3928.3
1	358.3	16.8	1018.7	8131.9	5143	7944.7	690	284.6	4123.9
0	414.9	16.5	740.9	12547	1247.8	12830.2	789.2	1224.5	4371.8
0	809.3	8.4	720	16347.5	3260.6	11751.5	108.2	1158	3766.7
0	783.3	25.9	807.8	17292.2	1689.1	11186.1	1101.5	1146.3	2790.6
0	797.1	23.2	150	18408.7	1776.1	10692.8	1290	1271.4	2958
0	946.2	9.8	0	24828.2	6417.1	10115.7	0	4034.9	3326.8
1	328.6	13.9	416.8	7612.4	1186.8	7531.7	845.3	416.8	3819.3
0	325.5	3.3	466.7	10017.8	1946.5	10050.2	510.9	649	3765.4
0	519.7	19.1	330	12350	2363.2	12410.4	330	1651.1	3783.6
0	892.5	19	295.5	15911.2	3097	10626.1	284.6	1943.3	3376.9
0	946.4	27.9	161.6	18890.5	3711.4	9543.8	1290.3	2010.9	2692.4
1	336.9	18.3	630.7	6130.9	2210.5	4268.2	150	42.4	3321.3
1	375	0	918.3	7893.3	7434.7	5790	134.2	361.2	3941
1	375	0.7	365	8276.2	1075.4	8017.6	948.7	523.9	3901.5
0	424.9	14.9	335.4	8667.1	1790.5	8633	1822.4	1259.3	3302.3
1	353.6	22.4	212.1	9164.7	2524.5	9334.7	1265.7	1400.1	2845.3
1	382.7	24.1	276.6	10351.7	1812.2	10579.2	241.9	870.5	2822.2
0	468.3	16.7	318.9	10974.8	2180.1	11093.7	424.3	1148.3	3360.7
0	496.5	12.1	579.4	11551	2858	11530.8	402.5	1909	3534.8
0	877.8	9.7	189.7	12876.6	3566.3	12239.2	90	3754.8	4327.3
1	722.3	30.2	174.9	13133.6	3486.3	12639.1	827.6	4748.1	4479.1
0	633.7	10.4	42.4	18917.3	5031.6	8646.8	127.3	1374.1	3514.2
1	648.5	7.4	408	20418.3	5831.2	8404.3	94.9	182.5	4040.6
0	677.9	6.6	240	21222.2	6128	8290.6	201.2	769	4238.4
0	429	29.6	442.9	7354.7	1994.5	7236.9	1081.7	1292.4	2747.4
1	608.3	23.7	300	7791.9	2455.1	7913.2	1983	1897.6	4241.3
0	615.4	20	942	9591	2797.9	9735.6	228.5	1849.8	3122.8
1	541.5	24.8	446	10164.1	3049.1	10196.7	676.8	2049.2	2941.4
1	625	0.3	270	11455.4	4253	10957.4	606.7	3282.1	4032.7
1	608.4	26.1	670.8	11949.5	4537.5	11325.4	335.4	4120.6	3302.6
0	570.3	21.6	216.3	12172.9	4474.9	11756.5	918.3	4108.4	4287.4
0	775.5	13.9	391.2	19026.8	6379.8	7639.9	1024	1180.7	4207.2
1	846.2	28.6	510	21458.8	7433.3	7302.1	400.2	2148.3	2833.3
0	1018	19.6	150	23162.9	7257.4	7168.6	60	3927.6	4551.9
1	324.9	5.2	169.7	4049.2	1323.1	2400.8	60	540	3718
1	271.2	17.1	483.7	4050.1	700.4	4690.5	446	247.4	3284
1	276.2	7.2	67.1	6049.4	1899.7	5819.5	450	626.4	3966.3
0	585.2	15.2	174.9	10034	4409.6	9686.1	308.9	3371.4	4218.6
0	492.3	32	228.5	10745.9	4470.1	9996.5	0	3951.4	3418.9
1	530	21.5	270	12311.3	4872.3	9355.6	0	3448.4	4419.7
1	686.4	28.6	210	12816	5515.6	8675.3	240	4002.5	4462.1
0	870.9	15	300	18410.5	6057.6	6655.2	1026.2	2110.3	3444.5
0	742.6	19.6	180	20073	6891.2	6284.1	150	2343.3	3095.8
1	400	2	218.4	3078.3	2311.8	2581	189.7	256.3	3918.6
1	250	4.6	391.2	3546.2	3546.9	4295.3	494.8	342.1	4014.5
1	402.1	21.3	870	5119.8	1113.6	5092.8	258.1	270	3757.5
1	264.3	28.8	0	10232.5	2942.4	10026.3	60	2153.5	2764
1	195.6	3.9	276.6	2070.2	1231.5	2761.5	169.7	247.4	3929.7
1	354.2	14.5	67.1	4734	908	5315.3	212.1	429.5	3570.2
0	466.4	19.6	150	5388.2	1893.8	5653.5	150	1376.7	3260.2
0	592.7	23.2	384.2	5999.1	2912.5	6141.2	403.6	1992.2	3103.9
0	532.4	19.5	424.3	6559.6	3901.8	6635	134.2	2508.9	3348.5
0	525	6.5	60	7213	4539.8	7066.3	67.1	3246.8	3704.8
1	645.3	18.6	381.8	7950.1	4549.1	7497	120	4092.6	3331.6
1	517.5	24.5	192.1	10099.4	2715.6	8931.7	706.1	1194.7	4354
1	733.2	16.4	420	10617	3478.1	8096.3	660	1897.4	4370.3
0	1086.7	16.2	577.1	16479	3901.5	4739	510	3837.3	4507.3
0	471.6	8.1	769	2248.4	1570.4	3738.9	30	90	3726.5
1	240.3	23.4	391.2	2007.3	3540.1	371.1	420	30	3120.2
1	273.2	17.4	450	2439.1	2184	2252.2	30	42.4	3119.5
1	875	26.7	1264.6	7314.2	4213.9	6527.1	134.2	3233.6	3855.6
1	550	1.5	161.6	7812.3	2324.2	7264.3	123.7	2429.8	3958.7
1	310.5	13.8	234.3	8720.7	1273.5	8435.3	210	295.5	4274.1
0	434.8	31	150	9222.1	2106.4	8320.8	234.3	547.4	2386.9
0	596.2	10.8	342.1	9786.1	3026.4	7568.9	60	1562.6	3614.8
0	863	31.2	402.5	14236.9	3113.6	3606.6	1154.1	2478.2	3501.8
0	1121.8	29.8	42.4	19531.4	4156.2	3296.9	84.9	2077.8	4185.4
0	450	0	180	1331.5	1143.5	3019.7	30	174.9	3976.9
1	551.7	26.4	480	6837.1	2130.8	6415.4	67.1	1731.2	4569.2
0	608.3	26	617.7	9694.6	3870.5	6244.4	42.4	2583.7	2628.5
1	944.1	24.9	228.5	17293.2	3236.9	2552.1	123.7	2109.8	4451
0	1065.4	22.7	218.4	20024.7	2766	2680.8	865.9	1572.1	3877.1
1	500.9	18.6	276.6	3726	1223.8	3488.9	780	859.1	4448.8
0	625.9	10.2	488.4	4535.2	2203.1	4015.3	228.5	1844	3928.8
0	539.9	30	295.5	8294.6	3065.4	6127.4	492	1760.8	3451.3
1	870.3	18.8	212.1	9026.8	4009.9	5608.6	90	2591.1	4671
0	1047.9	21.5	589.4	17813.5	3784.4	1356.7	878.2	842.1	4658.6
1	768.4	42.3	67.1	18724.7	2912.5	1356.7	0	189.7	2265.5
1	347.3	17.2	523.9	4893.3	3274.3	3358.4	436.8	2117.3	4314.3
1	325.1	25.6	150	4756	3295.1	3692	474.3	1299.7	4408.7
1	410.5	29.4	792	6873.6	2803	5587.8	42.4	845.3	4240.3
1	484.2	18	390	7613.7	3546.7	5219.1	258.1	1802.5	4422
1	572	30.5	484.7	8405.4	4178.7	4726.3	379.5	1608	4021.2
1	881.1	29.7	740.9	10120.7	3630.5	3729.3	90	1863.9	4596.7
0	738.1	30	551.5	18360	2648.3	499.3	342.1	342.1	2485.9
0	355.2	14.1	254.6	13680.5	523.9	1233.3	127.3	331.4	3309.2
1	673.1	26.3	300	17588.9	2286.5	2177	442.9	2305.3	2776.9
0	180.1	12.7	807.8	886.4	1366.2	697.8	271.7	90	3956.8
0	405.6	19.9	108.2	12483.1	1916.7	1467.5	67.1	934.3	3904
1	609.6	30.8	276.6	13489.2	1484.9	2221.8	658	975.8	3785.8
0	493.4	28.4	254.6	14467.7	1664.1	2371.7	228.5	764.9	2676.4
1	300.9	18.6	577.1	1786.2	4564.8	892	108.2	210	3451.6
0	281.5	7.5	636.4	10382.8	2371.7	1157.6	745.2	324.5	3566.6
0	357.1	12.9	30	11367.3	3235.1	1682.4	42.4	1084.2	3408.6
1	655.7	12.6	0	17347.5	771.3	4134.6	84.9	3699.9	3499.2
0	1195	19.8	1005.8	20342	2171	2942.4	468.6	1276.3	4086.8
1	283.9	18.7	1050.4	8310.9	2370.8	1434.1	730.5	660	3704.5
0	870.7	28.4	573.1	13320.5	3347.1	3649.8	658	2757.7	4540.1
1	800.2	13.6	318.9	14310.5	2401.7	4307.6	189.7	2690.3	4126.9
1	719	3.8	1127.3	15300.5	1514.3	4601.7	30	2978.5	3957.8
0	718.3	13.3	84.9	17310.4	1126.1	5095.5	0	3104.1	3537.3
0	1082.5	14.2	318.9	19320.4	2885	4360.3	1195.5	1540.6	3746.8
1	529.3	37.3	930.5	8355.4	1741.6	1001.3	699.7	670.8	2267.1
0	396.3	19	0	11343.4	1454	2442	330	1186.8	3104.5
1	575.9	20.2	174.9	12330.7	2040.4	3234	1281.6	2155.4	4472.8
0	920.5	10	721.2	14336.4	2900.2	4987	240	3704.7	3743
1	972	22	1529.7	15324.7	2221.8	5530.8	844.8	3919	3288.8
0	780	8	240	17331.8	1977.7	6037.2	84.9	2658	3778
1	448.8	27.7	254.6	10486.3	576.3	1056.8	488.4	362.5	3529
0	655.3	17.3	60	13449.2	2575.3	3725.8	1406.2	3167.2	3331.6
0	861.4	20.9	499.3	14430.4	3558.3	4689.3	1230	4183	3658.5
0	1111.6	6.4	829.8	15412.6	3088.7	5662	1578.9	4406.2	4430.9
0	978.5	16.4	0	17409.6	2918	6992.3	994.1	2418.1	3780.4
0	342.1	24.8	361.2	9735.7	1611.4	335.4	420	692.6	3084.6
1	876.6	28.5	270	13627.8	2634	3600.1	825.4	3415.4	3169.9
0	507.5	30.8	513.5	1638.8	2583.7	1913.7	1250.3	1207.5	2356
0	532.3	30.5	483.7	2229.9	3391.2	2154.2	492	1412.2	2418.9
0	587.9	28.9	1260.4	5799.9	2618.4	2671.5	420	1293.1	3086.8
1	529.3	29.9	349.9	7393.7	664.1	2066.3	646.2	1113.6	2468.3
1	605.1	32.6	468.6	9167	1395.9	1721.5	534.1	990	2691.7
0	699	28.6	360	11021.8	1710.3	1183.4	523.9	1938.7	2696.1
0	1069.6	20.9	335.4	12310	2694.7	2562.9	60	3278.2	3349.9
